,path,label
51,/workspace/CK plus/CK+48/anger/S071_004_00000026.png,0.0
52,/workspace/CK plus/CK+48/anger/S071_004_00000027.png,0.0
53,/workspace/CK plus/CK+48/anger/S071_004_00000028.png,0.0
54,/workspace/CK plus/CK+48/anger/S072_005_00000017.png,0.0
55,/workspace/CK plus/CK+48/anger/S072_005_00000018.png,0.0
56,/workspace/CK plus/CK+48/anger/S072_005_00000019.png,0.0
57,/workspace/CK plus/CK+48/anger/S075_008_00000010.png,0.0
58,/workspace/CK plus/CK+48/anger/S075_008_00000011.png,0.0
59,/workspace/CK plus/CK+48/anger/S075_008_00000012.png,0.0
60,/workspace/CK plus/CK+48/anger/S082_005_00000015.png,0.0
61,/workspace/CK plus/CK+48/anger/S082_005_00000016.png,0.0
62,/workspace/CK plus/CK+48/anger/S082_005_00000017.png,0.0
63,/workspace/CK plus/CK+48/anger/S087_007_00000014.png,0.0
64,/workspace/CK plus/CK+48/anger/S087_007_00000015.png,0.0
65,/workspace/CK plus/CK+48/anger/S087_007_00000016.png,0.0
66,/workspace/CK plus/CK+48/anger/S089_003_00000034.png,0.0
67,/workspace/CK plus/CK+48/anger/S089_003_00000035.png,0.0
68,/workspace/CK plus/CK+48/anger/S089_003_00000036.png,0.0
69,/workspace/CK plus/CK+48/anger/S090_007_00000012.png,0.0
70,/workspace/CK plus/CK+48/anger/S090_007_00000013.png,0.0
71,/workspace/CK plus/CK+48/anger/S090_007_00000014.png,0.0
72,/workspace/CK plus/CK+48/anger/S092_003_00000012.png,0.0
73,/workspace/CK plus/CK+48/anger/S092_003_00000013.png,0.0
74,/workspace/CK plus/CK+48/anger/S092_003_00000014.png,0.0
75,/workspace/CK plus/CK+48/anger/S100_005_00000021.png,0.0
76,/workspace/CK plus/CK+48/anger/S100_005_00000022.png,0.0
77,/workspace/CK plus/CK+48/anger/S100_005_00000023.png,0.0
78,/workspace/CK plus/CK+48/anger/S109_003_00000015.png,0.0
79,/workspace/CK plus/CK+48/anger/S109_003_00000016.png,0.0
80,/workspace/CK plus/CK+48/anger/S109_003_00000017.png,0.0
81,/workspace/CK plus/CK+48/anger/S111_006_00000008.png,0.0
82,/workspace/CK plus/CK+48/anger/S111_006_00000009.png,0.0
83,/workspace/CK plus/CK+48/anger/S111_006_00000010.png,0.0
84,/workspace/CK plus/CK+48/anger/S112_005_00000015.png,0.0
85,/workspace/CK plus/CK+48/anger/S112_005_00000016.png,0.0
86,/workspace/CK plus/CK+48/anger/S112_005_00000017.png,0.0
87,/workspace/CK plus/CK+48/anger/S113_008_00000021.png,0.0
88,/workspace/CK plus/CK+48/anger/S113_008_00000022.png,0.0
89,/workspace/CK plus/CK+48/anger/S113_008_00000023.png,0.0
90,/workspace/CK plus/CK+48/anger/S117_006_00000008.png,0.0
91,/workspace/CK plus/CK+48/anger/S117_006_00000009.png,0.0
92,/workspace/CK plus/CK+48/anger/S117_006_00000010.png,0.0
93,/workspace/CK plus/CK+48/anger/S119_008_00000016.png,0.0
94,/workspace/CK plus/CK+48/anger/S119_008_00000017.png,0.0
95,/workspace/CK plus/CK+48/anger/S119_008_00000018.png,0.0
96,/workspace/CK plus/CK+48/anger/S126_008_00000027.png,0.0
97,/workspace/CK plus/CK+48/anger/S126_008_00000028.png,0.0
98,/workspace/CK plus/CK+48/anger/S126_008_00000029.png,0.0
99,/workspace/CK plus/CK+48/anger/S127_010_00000016.png,0.0
100,/workspace/CK plus/CK+48/anger/S127_010_00000017.png,0.0
101,/workspace/CK plus/CK+48/anger/S127_010_00000018.png,0.0
102,/workspace/CK plus/CK+48/anger/S129_006_00000008.png,0.0
103,/workspace/CK plus/CK+48/anger/S129_006_00000009.png,0.0
104,/workspace/CK plus/CK+48/anger/S129_006_00000010.png,0.0
105,/workspace/CK plus/CK+48/anger/S130_007_00000018.png,0.0
106,/workspace/CK plus/CK+48/anger/S130_007_00000019.png,0.0
107,/workspace/CK plus/CK+48/anger/S130_007_00000020.png,0.0
108,/workspace/CK plus/CK+48/anger/S133_003_00000045.png,0.0
109,/workspace/CK plus/CK+48/anger/S133_003_00000046.png,0.0
110,/workspace/CK plus/CK+48/anger/S133_003_00000047.png,0.0
111,/workspace/CK plus/CK+48/anger/S134_003_00000009.png,0.0
112,/workspace/CK plus/CK+48/anger/S134_003_00000010.png,0.0
113,/workspace/CK plus/CK+48/anger/S134_003_00000011.png,0.0
114,/workspace/CK plus/CK+48/anger/S136_005_00000008.png,0.0
115,/workspace/CK plus/CK+48/anger/S136_005_00000009.png,0.0
116,/workspace/CK plus/CK+48/anger/S136_005_00000010.png,0.0
117,/workspace/CK plus/CK+48/anger/S501_001_00000065.png,0.0
118,/workspace/CK plus/CK+48/anger/S501_001_00000066.png,0.0
119,/workspace/CK plus/CK+48/anger/S501_001_00000067.png,0.0
120,/workspace/CK plus/CK+48/anger/S502_001_00000014.png,0.0
121,/workspace/CK plus/CK+48/anger/S502_001_00000015.png,0.0
122,/workspace/CK plus/CK+48/anger/S502_001_00000016.png,0.0
123,/workspace/CK plus/CK+48/anger/S503_001_00000069.png,0.0
124,/workspace/CK plus/CK+48/anger/S503_001_00000070.png,0.0
125,/workspace/CK plus/CK+48/anger/S503_001_00000071.png,0.0
126,/workspace/CK plus/CK+48/anger/S504_001_00000020.png,0.0
127,/workspace/CK plus/CK+48/anger/S504_001_00000021.png,0.0
128,/workspace/CK plus/CK+48/anger/S504_001_00000022.png,0.0
129,/workspace/CK plus/CK+48/anger/S506_001_00000038.png,0.0
130,/workspace/CK plus/CK+48/anger/S506_001_00000039.png,0.0
131,/workspace/CK plus/CK+48/anger/S506_001_00000040.png,0.0
132,/workspace/CK plus/CK+48/anger/S999_001_00000016.png,0.0
133,/workspace/CK plus/CK+48/anger/S999_001_00000017.png,0.0
134,/workspace/CK plus/CK+48/anger/S999_001_00000018.png,0.0
135,/workspace/CK plus/CK+48/contempt/S138_008_00000007.png,7.0
136,/workspace/CK plus/CK+48/contempt/S138_008_00000008.png,7.0
137,/workspace/CK plus/CK+48/contempt/S138_008_00000009.png,7.0
138,/workspace/CK plus/CK+48/contempt/S139_002_00000011.png,7.0
139,/workspace/CK plus/CK+48/contempt/S139_002_00000012.png,7.0
140,/workspace/CK plus/CK+48/contempt/S139_002_00000013.png,7.0
141,/workspace/CK plus/CK+48/contempt/S147_002_00000011.png,7.0
142,/workspace/CK plus/CK+48/contempt/S147_002_00000012.png,7.0
143,/workspace/CK plus/CK+48/contempt/S147_002_00000013.png,7.0
144,/workspace/CK plus/CK+48/contempt/S148_002_00000013.png,7.0
145,/workspace/CK plus/CK+48/contempt/S148_002_00000014.png,7.0
146,/workspace/CK plus/CK+48/contempt/S148_002_00000015.png,7.0
147,/workspace/CK plus/CK+48/contempt/S149_002_00000011.png,7.0
148,/workspace/CK plus/CK+48/contempt/S149_002_00000012.png,7.0
149,/workspace/CK plus/CK+48/contempt/S149_002_00000013.png,7.0
150,/workspace/CK plus/CK+48/contempt/S151_002_00000027.png,7.0
151,/workspace/CK plus/CK+48/contempt/S151_002_00000028.png,7.0
152,/workspace/CK plus/CK+48/contempt/S151_002_00000029.png,7.0
153,/workspace/CK plus/CK+48/contempt/S154_002_00000011.png,7.0
154,/workspace/CK plus/CK+48/contempt/S154_002_00000012.png,7.0
155,/workspace/CK plus/CK+48/contempt/S154_002_00000013.png,7.0
156,/workspace/CK plus/CK+48/contempt/S155_002_00000010.png,7.0
157,/workspace/CK plus/CK+48/contempt/S155_002_00000011.png,7.0
158,/workspace/CK plus/CK+48/contempt/S155_002_00000012.png,7.0
159,/workspace/CK plus/CK+48/contempt/S156_002_00000019.png,7.0
160,/workspace/CK plus/CK+48/contempt/S156_002_00000020.png,7.0
161,/workspace/CK plus/CK+48/contempt/S156_002_00000021.png,7.0
162,/workspace/CK plus/CK+48/contempt/S157_002_00000009.png,7.0
163,/workspace/CK plus/CK+48/contempt/S157_002_00000010.png,7.0
164,/workspace/CK plus/CK+48/contempt/S157_002_00000011.png,7.0
165,/workspace/CK plus/CK+48/contempt/S158_002_00000009.png,7.0
166,/workspace/CK plus/CK+48/contempt/S158_002_00000010.png,7.0
167,/workspace/CK plus/CK+48/contempt/S158_002_00000011.png,7.0
168,/workspace/CK plus/CK+48/contempt/S160_006_00000008.png,7.0
169,/workspace/CK plus/CK+48/contempt/S160_006_00000009.png,7.0
170,/workspace/CK plus/CK+48/contempt/S160_006_00000010.png,7.0
171,/workspace/CK plus/CK+48/contempt/S502_002_00000007.png,7.0
172,/workspace/CK plus/CK+48/contempt/S502_002_00000008.png,7.0
173,/workspace/CK plus/CK+48/contempt/S502_002_00000009.png,7.0
174,/workspace/CK plus/CK+48/contempt/S503_002_00000006.png,7.0
175,/workspace/CK plus/CK+48/contempt/S503_002_00000007.png,7.0
176,/workspace/CK plus/CK+48/contempt/S503_002_00000008.png,7.0
177,/workspace/CK plus/CK+48/contempt/S504_002_00000007.png,7.0
178,/workspace/CK plus/CK+48/contempt/S504_002_00000008.png,7.0
179,/workspace/CK plus/CK+48/contempt/S504_002_00000009.png,7.0
180,/workspace/CK plus/CK+48/contempt/S505_002_00000019.png,7.0
181,/workspace/CK plus/CK+48/contempt/S505_002_00000020.png,7.0
182,/workspace/CK plus/CK+48/contempt/S505_002_00000021.png,7.0
183,/workspace/CK plus/CK+48/contempt/S506_002_00000007.png,7.0
184,/workspace/CK plus/CK+48/contempt/S506_002_00000008.png,7.0
185,/workspace/CK plus/CK+48/contempt/S506_002_00000009.png,7.0
186,/workspace/CK plus/CK+48/contempt/S895_002_00000005.png,7.0
187,/workspace/CK plus/CK+48/contempt/S895_002_00000006.png,7.0
188,/workspace/CK plus/CK+48/contempt/S895_002_00000007.png,7.0
189,/workspace/CK plus/CK+48/disgust/S005_001_00000009.png,1.0
190,/workspace/CK plus/CK+48/disgust/S005_001_00000010.png,1.0
191,/workspace/CK plus/CK+48/disgust/S005_001_00000011.png,1.0
192,/workspace/CK plus/CK+48/disgust/S011_005_00000018.png,1.0
193,/workspace/CK plus/CK+48/disgust/S011_005_00000019.png,1.0
194,/workspace/CK plus/CK+48/disgust/S011_005_00000020.png,1.0
195,/workspace/CK plus/CK+48/disgust/S022_006_00000015.png,1.0
196,/workspace/CK plus/CK+48/disgust/S022_006_00000016.png,1.0
197,/workspace/CK plus/CK+48/disgust/S022_006_00000017.png,1.0
198,/workspace/CK plus/CK+48/disgust/S032_005_00000014.png,1.0
199,/workspace/CK plus/CK+48/disgust/S032_005_00000015.png,1.0
200,/workspace/CK plus/CK+48/disgust/S032_005_00000016.png,1.0
201,/workspace/CK plus/CK+48/disgust/S035_005_00000017.png,1.0
202,/workspace/CK plus/CK+48/disgust/S035_005_00000018.png,1.0
203,/workspace/CK plus/CK+48/disgust/S035_005_00000019.png,1.0
204,/workspace/CK plus/CK+48/disgust/S044_006_00000017.png,1.0
205,/workspace/CK plus/CK+48/disgust/S044_006_00000018.png,1.0
206,/workspace/CK plus/CK+48/disgust/S044_006_00000019.png,1.0
207,/workspace/CK plus/CK+48/disgust/S045_004_00000013.png,1.0
208,/workspace/CK plus/CK+48/disgust/S045_004_00000014.png,1.0
209,/workspace/CK plus/CK+48/disgust/S045_004_00000015.png,1.0
210,/workspace/CK plus/CK+48/disgust/S046_004_00000015.png,1.0
211,/workspace/CK plus/CK+48/disgust/S046_004_00000016.png,1.0
212,/workspace/CK plus/CK+48/disgust/S046_004_00000017.png,1.0
213,/workspace/CK plus/CK+48/disgust/S051_003_00000016.png,1.0
214,/workspace/CK plus/CK+48/disgust/S051_003_00000017.png,1.0
215,/workspace/CK plus/CK+48/disgust/S051_003_00000018.png,1.0
216,/workspace/CK plus/CK+48/disgust/S052_006_00000011.png,1.0
217,/workspace/CK plus/CK+48/disgust/S052_006_00000012.png,1.0
218,/workspace/CK plus/CK+48/disgust/S052_006_00000013.png,1.0
219,/workspace/CK plus/CK+48/disgust/S054_004_00000022.png,1.0
220,/workspace/CK plus/CK+48/disgust/S054_004_00000023.png,1.0
221,/workspace/CK plus/CK+48/disgust/S054_004_00000024.png,1.0
222,/workspace/CK plus/CK+48/disgust/S055_003_00000007.png,1.0
223,/workspace/CK plus/CK+48/disgust/S055_003_00000008.png,1.0
224,/workspace/CK plus/CK+48/disgust/S055_003_00000009.png,1.0
225,/workspace/CK plus/CK+48/disgust/S056_002_00000008.png,1.0
226,/workspace/CK plus/CK+48/disgust/S056_002_00000009.png,1.0
227,/workspace/CK plus/CK+48/disgust/S056_002_00000010.png,1.0
228,/workspace/CK plus/CK+48/disgust/S057_003_00000013.png,1.0
229,/workspace/CK plus/CK+48/disgust/S057_003_00000014.png,1.0
230,/workspace/CK plus/CK+48/disgust/S057_003_00000015.png,1.0
231,/workspace/CK plus/CK+48/disgust/S058_006_00000016.png,1.0
232,/workspace/CK plus/CK+48/disgust/S058_006_00000017.png,1.0
233,/workspace/CK plus/CK+48/disgust/S058_006_00000018.png,1.0
234,/workspace/CK plus/CK+48/disgust/S060_005_00000019.png,1.0
235,/workspace/CK plus/CK+48/disgust/S060_005_00000020.png,1.0
236,/workspace/CK plus/CK+48/disgust/S060_005_00000021.png,1.0
237,/workspace/CK plus/CK+48/disgust/S061_004_00000020.png,1.0
238,/workspace/CK plus/CK+48/disgust/S061_004_00000021.png,1.0
239,/workspace/CK plus/CK+48/disgust/S061_004_00000022.png,1.0
240,/workspace/CK plus/CK+48/disgust/S062_005_00000027.png,1.0
241,/workspace/CK plus/CK+48/disgust/S062_005_00000028.png,1.0
242,/workspace/CK plus/CK+48/disgust/S062_005_00000029.png,1.0
243,/workspace/CK plus/CK+48/disgust/S065_005_00000006.png,1.0
244,/workspace/CK plus/CK+48/disgust/S065_005_00000007.png,1.0
245,/workspace/CK plus/CK+48/disgust/S065_005_00000008.png,1.0
246,/workspace/CK plus/CK+48/disgust/S067_006_00000009.png,1.0
247,/workspace/CK plus/CK+48/disgust/S067_006_00000010.png,1.0
248,/workspace/CK plus/CK+48/disgust/S067_006_00000011.png,1.0
249,/workspace/CK plus/CK+48/disgust/S068_005_00000019.png,1.0
250,/workspace/CK plus/CK+48/disgust/S068_005_00000020.png,1.0
251,/workspace/CK plus/CK+48/disgust/S068_005_00000021.png,1.0
252,/workspace/CK plus/CK+48/disgust/S069_003_00000009.png,1.0
253,/workspace/CK plus/CK+48/disgust/S069_003_00000010.png,1.0
254,/workspace/CK plus/CK+48/disgust/S069_003_00000011.png,1.0
255,/workspace/CK plus/CK+48/disgust/S070_005_00000014.png,1.0
256,/workspace/CK plus/CK+48/disgust/S070_005_00000015.png,1.0
257,/workspace/CK plus/CK+48/disgust/S070_005_00000016.png,1.0
258,/workspace/CK plus/CK+48/disgust/S071_006_00000012.png,1.0
259,/workspace/CK plus/CK+48/disgust/S071_006_00000013.png,1.0
260,/workspace/CK plus/CK+48/disgust/S071_006_00000014.png,1.0
261,/workspace/CK plus/CK+48/disgust/S073_006_00000012.png,1.0
262,/workspace/CK plus/CK+48/disgust/S073_006_00000013.png,1.0
263,/workspace/CK plus/CK+48/disgust/S073_006_00000014.png,1.0
264,/workspace/CK plus/CK+48/disgust/S074_004_00000016.png,1.0
265,/workspace/CK plus/CK+48/disgust/S074_004_00000017.png,1.0
266,/workspace/CK plus/CK+48/disgust/S074_004_00000018.png,1.0
267,/workspace/CK plus/CK+48/disgust/S075_005_00000010.png,1.0
268,/workspace/CK plus/CK+48/disgust/S075_005_00000011.png,1.0
269,/workspace/CK plus/CK+48/disgust/S075_005_00000012.png,1.0
270,/workspace/CK plus/CK+48/disgust/S076_005_00000010.png,1.0
271,/workspace/CK plus/CK+48/disgust/S076_005_00000011.png,1.0
272,/workspace/CK plus/CK+48/disgust/S076_005_00000012.png,1.0
273,/workspace/CK plus/CK+48/disgust/S077_006_00000012.png,1.0
274,/workspace/CK plus/CK+48/disgust/S077_006_00000013.png,1.0
275,/workspace/CK plus/CK+48/disgust/S077_006_00000014.png,1.0
276,/workspace/CK plus/CK+48/disgust/S078_007_00000011.png,1.0
277,/workspace/CK plus/CK+48/disgust/S078_007_00000012.png,1.0
278,/workspace/CK plus/CK+48/disgust/S078_007_00000013.png,1.0
279,/workspace/CK plus/CK+48/disgust/S079_002_00000010.png,1.0
280,/workspace/CK plus/CK+48/disgust/S079_002_00000011.png,1.0
281,/workspace/CK plus/CK+48/disgust/S079_002_00000012.png,1.0
282,/workspace/CK plus/CK+48/disgust/S080_008_00000007.png,1.0
283,/workspace/CK plus/CK+48/disgust/S080_008_00000008.png,1.0
284,/workspace/CK plus/CK+48/disgust/S080_008_00000009.png,1.0
285,/workspace/CK plus/CK+48/disgust/S081_008_00000009.png,1.0
286,/workspace/CK plus/CK+48/disgust/S081_008_00000010.png,1.0
287,/workspace/CK plus/CK+48/disgust/S081_008_00000011.png,1.0
288,/workspace/CK plus/CK+48/disgust/S082_007_00000008.png,1.0
289,/workspace/CK plus/CK+48/disgust/S082_007_00000009.png,1.0
290,/workspace/CK plus/CK+48/disgust/S082_007_00000010.png,1.0
291,/workspace/CK plus/CK+48/disgust/S085_004_00000015.png,1.0
292,/workspace/CK plus/CK+48/disgust/S085_004_00000016.png,1.0
293,/workspace/CK plus/CK+48/disgust/S085_004_00000017.png,1.0
294,/workspace/CK plus/CK+48/disgust/S087_004_00000010.png,1.0
295,/workspace/CK plus/CK+48/disgust/S087_004_00000011.png,1.0
296,/workspace/CK plus/CK+48/disgust/S087_004_00000012.png,1.0
297,/workspace/CK plus/CK+48/disgust/S088_004_00000018.png,1.0
298,/workspace/CK plus/CK+48/disgust/S088_004_00000019.png,1.0
299,/workspace/CK plus/CK+48/disgust/S088_004_00000020.png,1.0
300,/workspace/CK plus/CK+48/disgust/S090_006_00000009.png,1.0
301,/workspace/CK plus/CK+48/disgust/S090_006_00000010.png,1.0
302,/workspace/CK plus/CK+48/disgust/S090_006_00000011.png,1.0
303,/workspace/CK plus/CK+48/disgust/S095_006_00000011.png,1.0
304,/workspace/CK plus/CK+48/disgust/S095_006_00000012.png,1.0
305,/workspace/CK plus/CK+48/disgust/S095_006_00000013.png,1.0
306,/workspace/CK plus/CK+48/disgust/S096_003_00000010.png,1.0
307,/workspace/CK plus/CK+48/disgust/S096_003_00000011.png,1.0
308,/workspace/CK plus/CK+48/disgust/S096_003_00000012.png,1.0
309,/workspace/CK plus/CK+48/disgust/S097_004_00000028.png,1.0
310,/workspace/CK plus/CK+48/disgust/S097_004_00000029.png,1.0
311,/workspace/CK plus/CK+48/disgust/S097_004_00000030.png,1.0
312,/workspace/CK plus/CK+48/disgust/S098_003_00000011.png,1.0
313,/workspace/CK plus/CK+48/disgust/S098_003_00000012.png,1.0
314,/workspace/CK plus/CK+48/disgust/S098_003_00000013.png,1.0
315,/workspace/CK plus/CK+48/disgust/S099_007_00000010.png,1.0
316,/workspace/CK plus/CK+48/disgust/S099_007_00000011.png,1.0
317,/workspace/CK plus/CK+48/disgust/S099_007_00000012.png,1.0
318,/workspace/CK plus/CK+48/disgust/S102_009_00000013.png,1.0
319,/workspace/CK plus/CK+48/disgust/S102_009_00000014.png,1.0
320,/workspace/CK plus/CK+48/disgust/S102_009_00000015.png,1.0
321,/workspace/CK plus/CK+48/disgust/S105_008_00000008.png,1.0
322,/workspace/CK plus/CK+48/disgust/S105_008_00000009.png,1.0
323,/workspace/CK plus/CK+48/disgust/S105_008_00000010.png,1.0
324,/workspace/CK plus/CK+48/disgust/S106_004_00000006.png,1.0
325,/workspace/CK plus/CK+48/disgust/S106_004_00000007.png,1.0
326,/workspace/CK plus/CK+48/disgust/S106_004_00000008.png,1.0
327,/workspace/CK plus/CK+48/disgust/S107_005_00000009.png,1.0
328,/workspace/CK plus/CK+48/disgust/S107_005_00000010.png,1.0
329,/workspace/CK plus/CK+48/disgust/S107_005_00000011.png,1.0
330,/workspace/CK plus/CK+48/disgust/S108_006_00000018.png,1.0
331,/workspace/CK plus/CK+48/disgust/S108_006_00000019.png,1.0
332,/workspace/CK plus/CK+48/disgust/S108_006_00000020.png,1.0
333,/workspace/CK plus/CK+48/disgust/S109_005_00000012.png,1.0
334,/workspace/CK plus/CK+48/disgust/S109_005_00000013.png,1.0
335,/workspace/CK plus/CK+48/disgust/S109_005_00000014.png,1.0
336,/workspace/CK plus/CK+48/disgust/S111_007_00000012.png,1.0
337,/workspace/CK plus/CK+48/disgust/S111_007_00000013.png,1.0
338,/workspace/CK plus/CK+48/disgust/S111_007_00000014.png,1.0
339,/workspace/CK plus/CK+48/disgust/S116_006_00000005.png,1.0
340,/workspace/CK plus/CK+48/disgust/S116_006_00000006.png,1.0
341,/workspace/CK plus/CK+48/disgust/S116_006_00000007.png,1.0
342,/workspace/CK plus/CK+48/disgust/S124_006_00000009.png,1.0
343,/workspace/CK plus/CK+48/disgust/S124_006_00000010.png,1.0
344,/workspace/CK plus/CK+48/disgust/S124_006_00000011.png,1.0
345,/workspace/CK plus/CK+48/disgust/S125_008_00000008.png,1.0
346,/workspace/CK plus/CK+48/disgust/S125_008_00000009.png,1.0
347,/workspace/CK plus/CK+48/disgust/S125_008_00000010.png,1.0
348,/workspace/CK plus/CK+48/disgust/S128_004_00000011.png,1.0
349,/workspace/CK plus/CK+48/disgust/S128_004_00000012.png,1.0
350,/workspace/CK plus/CK+48/disgust/S128_004_00000013.png,1.0
351,/workspace/CK plus/CK+48/disgust/S129_011_00000016.png,1.0
352,/workspace/CK plus/CK+48/disgust/S129_011_00000017.png,1.0
353,/workspace/CK plus/CK+48/disgust/S129_011_00000018.png,1.0
354,/workspace/CK plus/CK+48/disgust/S130_012_00000009.png,1.0
355,/workspace/CK plus/CK+48/disgust/S130_012_00000010.png,1.0
356,/workspace/CK plus/CK+48/disgust/S130_012_00000011.png,1.0
357,/workspace/CK plus/CK+48/disgust/S131_010_00000016.png,1.0
358,/workspace/CK plus/CK+48/disgust/S131_010_00000017.png,1.0
359,/workspace/CK plus/CK+48/disgust/S131_010_00000018.png,1.0
360,/workspace/CK plus/CK+48/disgust/S132_005_00000014.png,1.0
361,/workspace/CK plus/CK+48/disgust/S132_005_00000015.png,1.0
362,/workspace/CK plus/CK+48/disgust/S132_005_00000016.png,1.0
363,/workspace/CK plus/CK+48/disgust/S134_008_00000011.png,1.0
364,/workspace/CK plus/CK+48/disgust/S134_008_00000012.png,1.0
365,/workspace/CK plus/CK+48/disgust/S134_008_00000013.png,1.0
366,/workspace/CK plus/CK+48/fear/S011_003_00000012.png,2.0
367,/workspace/CK plus/CK+48/fear/S011_003_00000013.png,2.0
368,/workspace/CK plus/CK+48/fear/S011_003_00000014.png,2.0
369,/workspace/CK plus/CK+48/fear/S032_004_00000012.png,2.0
370,/workspace/CK plus/CK+48/fear/S032_004_00000013.png,2.0
371,/workspace/CK plus/CK+48/fear/S032_004_00000014.png,2.0
372,/workspace/CK plus/CK+48/fear/S046_003_00000014.png,2.0
373,/workspace/CK plus/CK+48/fear/S046_003_00000015.png,2.0
374,/workspace/CK plus/CK+48/fear/S046_003_00000016.png,2.0
375,/workspace/CK plus/CK+48/fear/S050_001_00000015.png,2.0
376,/workspace/CK plus/CK+48/fear/S050_001_00000016.png,2.0
377,/workspace/CK plus/CK+48/fear/S050_001_00000017.png,2.0
378,/workspace/CK plus/CK+48/fear/S054_002_00000013.png,2.0
379,/workspace/CK plus/CK+48/fear/S054_002_00000014.png,2.0
380,/workspace/CK plus/CK+48/fear/S054_002_00000015.png,2.0
381,/workspace/CK plus/CK+48/fear/S055_006_00000006.png,2.0
382,/workspace/CK plus/CK+48/fear/S055_006_00000007.png,2.0
383,/workspace/CK plus/CK+48/fear/S055_006_00000008.png,2.0
384,/workspace/CK plus/CK+48/fear/S059_002_00000015.png,2.0
385,/workspace/CK plus/CK+48/fear/S059_002_00000016.png,2.0
386,/workspace/CK plus/CK+48/fear/S059_002_00000017.png,2.0
387,/workspace/CK plus/CK+48/fear/S062_001_00000015.png,2.0
388,/workspace/CK plus/CK+48/fear/S062_001_00000016.png,2.0
389,/workspace/CK plus/CK+48/fear/S062_001_00000017.png,2.0
390,/workspace/CK plus/CK+48/fear/S065_002_00000020.png,2.0
391,/workspace/CK plus/CK+48/fear/S065_002_00000021.png,2.0
392,/workspace/CK plus/CK+48/fear/S065_002_00000022.png,2.0
